fips,cases,deaths,lat,long,state,county,total_population
30061,1360,8023,47.15283992,-115.0015239, Montana,Mineral County,4251
30063,33786,121853,47.03728583,-113.9213508, Montana,Missoula County,117309
30065,1099,16140,46.49684637,-108.39498, Montana,Musselshell County,4766
30067,5118,20653,45.48965095,-110.5264394, Montana,Park County,16352
30069,43,770,47.1182463,-108.2508876, Montana,Petroleum County,453
30071,1143,17501,48.25936577,-107.9128511, Montana,Phillips County,4077
30073,1475,4639,48.22773388,-112.2252703, Montana,Pondera County,5994
30075,417,6765,45.39617714,-105.636738, Montana,Powder River County,1607
30077,2211,15531,46.85538891,-112.9359164, Montana,Powell County,6854
30079,292,1990,46.86048047,-105.379384, Montana,Prairie County,1252
30081,8452,78523,46.08520862,-114.1189164, Montana,Ravalli County,42512
30083,2995,19973,47.78668011,-104.5610786, Montana,Richland County,11199
30085,3978,50520,48.29607488,-105.0079268, Montana,Roosevelt County,11175
30087,3111,42823,46.23397237,-106.729288, Montana,Rosebud County,9152
30089,2410,24571,47.67657534,-115.1329916, Montana,Sanders County,11681
30091,901,6570,48.72085833,-104.503829, Montana,Sheridan County,3483
30093,9899,82315,45.90018933,-112.6620092, Montana,Silver Bow County,34770
30095,1725,18214,45.67071407,-109.3950061, Montana,Stillwater County,9466
30097,908,7393,45.81367654,-109.9425686, Montana,Sweet Grass County,3670
30099,1534,11923,47.83741052,-112.2410688, Montana,Teton County,6086
30101,1403,15001,48.65577551,-111.6942414, Montana,Toole County,4892
30103,148,805,46.2097322,-107.2666516, Montana,Treasure County,668
30105,2144,20980,48.36435097,-106.6669635, Montana,Valley County,7471
30107,459,8711,46.46652491,-109.8464636, Montana,Wheatland County,2142
30109,245,5379,46.95925154,-104.2510927, Montana,Wibaux County,1122
30111,51037,327738,45.93955949,-108.2691486, Montana,Yellowstone County,159008
31001,7751,45221,40.5244942,-98.50117804, Nebraska,Adams County,31587
31003,1282,7486,42.17695516,-98.0666283, Nebraska,Antelope County,6341
31005,34,689,41.56896142,-101.6959559, Nebraska,Arthur County,427
31007,102,424,41.54634427,-103.7114332, Nebraska,Banner County,722
31009,76,916,41.91311716,-99.97677845, Nebraska,Blaine County,477
31011,1260,3985,41.70759415,-98.06737183, Nebraska,Boone County,5279
31013,2505,9492,42.22079243,-103.0878834, Nebraska,Box Butte County,10970
31015,473,3722,42.8997274,-98.76486568, Nebraska,Boyd County,1937
31017,648,2146,42.43018907,-99.92904055, Nebraska,Brown County,3015
31019,14120,59963,40.85486962,-99.07500296, Nebraska,Buffalo County,49209
31021,1535,10654,41.85056773,-96.32605633, Nebraska,Burt County,6510
31023,2280,10502,41.22703692,-97.13106306, Nebraska,Butler County,8029
31025,7223,19671,40.90899107,-96.13971217, Nebraska,Cass County,25888
31027,1735,10051,42.5988851,-97.25311951, Nebraska,Cedar County,8498
31029,888,4445,40.5237198,-101.6978026, Nebraska,Chase County,3783
31031,624,6907,42.54502621,-101.1244332, Nebraska,Cherry County,5779
31033,2382,14789,41.21999357,-102.9941693, Nebraska,Cheyenne County,9604
31035,1724,12684,40.52439441,-98.05126296, Nebraska,Clay County,6203
31037,2935,18907,41.57486951,-97.0868542, Nebraska,Colfax County,10714
31039,2032,11035,41.91637624,-96.78730772, Nebraska,Cuming County,8952
31041,2384,18949,41.39374521,-99.72805369, Nebraska,Custer County,10826
31043,7881,58864,42.39040144,-96.56656425, Nebraska,Dakota County,20173
31045,1499,11171,42.71985036,-103.1313774, Nebraska,Dawes County,8810
31047,5899,31656,40.87028216,-99.8201461, Nebraska,Dawson County,23733
31049,355,1299,41.11168186,-102.3333331, Nebraska,Deuel County,1831
31051,1394,8028,42.49188363,-96.86782408, Nebraska,Dixon County,5719
31053,11907,64050,41.58071748,-96.65598179, Nebraska,Dodge County,36665
31055,177980,663413,41.29518299,-96.15085305, Nebraska,Douglas County,560617
31057,404,3740,40.17638677,-101.6876522, Nebraska,Dundy County,1913
31059,1310,8119,40.52458567,-97.59646937, Nebraska,Fillmore County,5547
31061,496,5356,40.17636348,-98.95299073, Nebraska,Franklin County,2987
31063,613,1379,40.52993007,-100.3924658, Nebraska,Frontier County,2640
31065,1307,5405,40.17642064,-99.91247454, Nebraska,Furnas County,4747
31067,4531,22943,40.26186809,-96.68946704, Nebraska,Gage County,21594
31069,474,767,41.61703149,-102.3313973, Nebraska,Garden County,1864
31071,468,1978,41.91428955,-98.99111827, Nebraska,Garfield County,2001
31073,447,4355,40.51481965,-99.83020279, Nebraska,Gosper County,2013
31075,114,3516,41.91528587,-101.740701, Nebraska,Grant County,722
31077,464,1458,41.56742671,-98.52150266, Nebraska,Greeley County,2382
31079,19358,107996,40.87257079,-98.50218293, Nebraska,Hall County,61265
31081,2786,17606,40.87349452,-98.02099117, Nebraska,Hamilton County,9215
31083,401,1014,40.17658508,-99.40438879, Nebraska,Harlan County,3415
31085,113,0,40.52451972,-101.0603568, Nebraska,Hayes County,893
31087,626,4624,40.17609175,-101.0416477, Nebraska,Hitchcock County,2815
31089,2574,13640,42.45522056,-98.78402558, Nebraska,Holt County,10177
31091,127,2409,41.91586243,-101.1354293, Nebraska,Hooker County,693
31093,1326,11484,41.2200529,-98.5166499, Nebraska,Howard County,6417
31095,1427,2871,40.17584531,-97.142601, Nebraska,Jefferson County,7144
31097,939,7074,40.39257596,-96.26522753, Nebraska,Johnson County,5161
31099,1377,5148,40.50663314,-98.94877182, Nebraska,Kearney County,6529
31101,1787,10499,41.19930341,-101.6620164, Nebraska,Keith County,8068
31103,135,0,42.87990694,-99.71343729, Nebraska,Keya Paha County,760
31105,829,2923,41.19774275,-103.7148131, Nebraska,Kimball County,3633
31107,1951,9095,42.63758421,-97.89178836, Nebraska,Knox County,8426
31109,93628,178739,40.78416049,-96.68777155, Nebraska,Lancaster County,313158
31111,10710,61628,41.04658298,-100.7475374, Nebraska,Lincoln County,35263
31113,164,0,41.56650314,-100.4817851, Nebraska,Logan County,927
31115,99,0,41.91371961,-99.45440415, Nebraska,Loup County,605
31117,77,725,41.56797682,-101.0599362, Nebraska,McPherson County,395
31119,11460,42206,41.91676024,-97.6005481, Nebraska,Madison County,35080
31121,2052,12398,41.16624273,-98.0374887, Nebraska,Merrick County,7798
31123,1347,11256,41.71711774,-103.0061405, Nebraska,Morrill County,4781
31125,883,8546,41.39750195,-97.99327291, Nebraska,Nance County,3544
31127,1590,12902,40.38514847,-95.85433992, Nebraska,Nemaha County,6973
31129,1097,8126,40.17637905,-98.04743961, Nebraska,Nuckolls County,4244
31131,3865,10285,40.64843556,-96.13374142, Nebraska,Otoe County,15949
31133,513,1480,40.13141096,-96.23705437, Nebraska,Pawnee County,2649
31135,575,9770,40.85082525,-101.6502942, Nebraska,Perkins County,2901
31137,2746,9521,40.51156033,-99.41461667, Nebraska,Phelps County,9100
31139,1516,16692,42.26434853,-97.60122773, Nebraska,Pierce County,7144
31141,10154,45912,41.57246836,-97.52144359, Nebraska,Platte County,33174
31143,1374,9069,41.18813488,-97.56630712, Nebraska,Polk County,5225
31145,2662,12519,40.1755688,-100.476998, Nebraska,Red Willow County,10768
31147,2251,15920,40.1247415,-95.71755036, Nebraska,Richardson County,7961
31149,192,1689,42.42252217,-99.44832069, Nebraska,Rock County,1414
31151,4385,5325,40.52418865,-97.14085859, Nebraska,Saline County,14270
31153,58381,139397,41.11314181,-96.11156432, Nebraska,Sarpy County,181232
31155,5565,18036,41.2278103,-96.63773905, Nebraska,Saunders County,21165
31157,11223,57813,41.85070896,-103.7080986, Nebraska,Scotts Bluff County,36074
31159,3715,27403,40.87241834,-97.139673, Nebraska,Seward County,17171
31161,1112,12857,42.50284406,-102.4126613, Nebraska,Sheridan County,5231
31163,686,3708,41.22045983,-98.97588642, Nebraska,Sherman County,3033
31165,82,281,42.48932059,-103.7576544, Nebraska,Sioux County,1219
31167,778,8049,41.9169835,-97.19394708, Nebraska,Stanton County,5957
31169,1291,4470,40.17626377,-97.59504381, Nebraska,Thayer County,5057
31171,113,711,41.91358968,-100.5556632, Nebraska,Thomas County,645
31173,2092,12708,42.15725356,-96.54157099, Nebraska,Thurston County,7181
31175,870,3256,41.56730777,-98.98197724, Nebraska,Valley County,4206
31177,5436,24859,41.52815707,-96.22019892, Nebraska,Washington County,20361
31179,2129,6978,42.20934475,-97.11926964, Nebraska,Wayne County,9332
31181,843,6270,40.17642643,-98.50019851, Nebraska,Webster County,3537
31183,139,562,41.91482725,-98.52798941, Nebraska,Wheeler County,783
31185,4678,11894,40.87272618,-97.59710186, Nebraska,York County,13745
32001,7607,63099,39.58105744,-118.3394607, Nevada,Churchill County,24259
32003,669466,5100088,36.21458855,-115.0130241, Nevada,Clark County,2182004
32005,8794,49754,38.912862,-119.6171333, Nevada,Douglas County,48132
32007,12884,79914,41.14531606,-115.3577619, Nevada,Elko County,52297
32009,124,1516,37.78436681,-117.6319999, Nevada,Esmeralda County,969
32011,309,571,39.98100864,-116.2683204, Nevada,Eureka County,1859
32013,4509,29198,41.40692186,-118.1109427, Nevada,Humboldt County,16828
32015,1347,11832,39.9332233,-117.0397075, Nevada,Lander County,5643
32017,995,4107,37.64268459,-114.8790388, Nevada,Lincoln County,5180
32019,12232,94690,39.01777974,-119.1870479, Nevada,Lyon County,54380
32021,1500,9614,38.53841696,-118.4344506, Nevada,Mineral County,4460
32023,9137,143712,38.04264256,-116.4722702, Nevada,Nye County,44380
32027,2358,19058,40.44003782,-118.4005641, Nevada,Pershing County,6615
32029,345,5841,39.44875482,-119.5250207, Nevada,Storey County,3988
32031,127835,758658,40.66562265,-119.6631594, Nevada,Washoe County,456936
32033,1947,10934,39.44157041,-114.899966, Nevada,White Pine County,9679
32510,17383,130686,39.15509045,-119.7480219, Nevada,Carson City,54773
33001,17387,107762,43.51637314,-71.41684235, New Hampshire,Belknap County,60887
33003,12251,27918,43.87498583,-71.20430216, New Hampshire,Carroll County,48138
33005,18985,56712,42.92015988,-72.25311043, New Hampshire,Cheshire County,76042
33007,8310,59892,44.69063265,-71.30633239, New Hampshire,Coos County,31741
33009,23206,36792,43.93779815,-71.82057197, New Hampshire,Grafton County,89777
33011,121066,640066,42.91537785,-71.7200253, New Hampshire,Hillsborough County,413035
33013,40097,137806,43.29662971,-71.6811573, New Hampshire,Merrimack County,149917
33015,84167,324030,42.98499744,-71.12883377, New Hampshire,Rockingham County,306359
33017,36908,118305,43.291833,-71.02336013, New Hampshire,Strafford County,129124
33019,11838,36337,43.36094111,-72.22203125, New Hampshire,Sullivan County,43104
34001,91213,676304,39.47538693,-74.65848483, New Jersey,Atlantic County,266105
34003,325206,2821408,40.96010917,-74.07164325, New Jersey,Bergen County,930390
34005,141140,882665,39.87681124,-74.66927768, New Jersey,Burlington County,445702
34007,168704,1288168,39.80343818,-74.96388753, New Jersey,Camden County,506738
34009,30356,211283,39.15008829,-74.80170244, New Jersey,Cape May County,93086
34011,52600,416943,39.37199394,-75.10712559, New Jersey,Cumberland County,151906
34013,290924,2929382,40.78681335,-74.24657979, New Jersey,Essex County,795404
34015,91128,644841,39.71581067,-75.13995546, New Jersey,Gloucester County,291165
34017,237544,2191682,40.73766234,-74.07515667, New Jersey,Hudson County,670046
34019,34528,193950,40.56335249,-74.91284156, New Jersey,Hunterdon County,124823
34021,111001,963201,40.28047017,-74.70479631, New Jersey,Mercer County,367922
34023,274583,2241616,40.43629879,-74.41426991, New Jersey,Middlesex County,825920
34025,222745,1598704,40.26549699,-74.22240686, New Jersey,Monmouth County,621659
34027,165229,1223504,40.86095313,-74.5455371, New Jersey,Morris County,493379
34029,215146,2132672,39.8895449,-74.28089251, New Jersey,Ocean County,596415
34031,192908,1852599,41.03238628,-74.29954144, New Jersey,Passaic County,503637
34033,18472,178750,39.58719656,-75.3469663, New Jersey,Salem County,62990
34035,97844,803921,40.56465737,-74.61683016, New Jersey,Somerset County,329838
34037,45502,337387,41.13891592,-74.69118243, New Jersey,Sussex County,141483
34039,195822,1911871,40.65835409,-74.30680092, New Jersey,Union County,554033
34041,32003,254481,40.85951833,-74.99556527, New Jersey,Warren County,105862
35001,196419,1107414,35.05163625,-106.6703554, New Mexico,Bernalillo County,677858
35003,530,8858,33.91514144,-108.4046587, New Mexico,Catron County,3526
35005,24688,189673,33.36406072,-104.4665365, New Mexico,Chaves County,65144
35006,9289,121569,34.91131525,-107.998876, New Mexico,Cibola County,26891
35007,2799,41160,36.60569702,-104.6472674, New Mexico,Colfax County,12168
35009,15327,110511,34.57421077,-103.3468876, New Mexico,Curry County,49732
35011,753,2708,34.34274529,-104.4117842, New Mexico,De Baca County,2040
35013,76629,489662,32.35275771,-106.8329387, New Mexico,Doña Ana County,216069
35015,19248,166519,32.47167456,-104.3053527, New Mexico,Eddy County,57732
35017,9831,50521,32.73911281,-108.3827845, New Mexico,Grant County,27669
35019,1363,10883,34.86319296,-104.790669, New Mexico,Guadalupe County,4353
35021,103,1949,35.85751555,-103.8220938, New Mexico,Harding County,441
35023,1337,9434,31.91383467,-108.7151824, New Mexico,Hidalgo County,4297
35025,22913,211089,32.79215361,-103.4123733, New Mexico,Lea County,70277
35027,6583,33874,33.74526079,-105.4586166, New Mexico,Lincoln County,19461
35028,4582,9050,35.86631386,-106.3134985, New Mexico,Los Alamos County,18625
35029,8006,83219,32.18179341,-107.7508826, New Mexico,Luna County,24083
35031,33005,448509,35.5800772,-108.262245, New Mexico,McKinley County,72438
35033,984,9839,36.01095101,-104.9497716, New Mexico,Mora County,4536
35035,17078,105811,32.61348406,-105.7417604, New Mexico,Otero County,66137
35037,2555,26737,35.10403332,-103.5481727, New Mexico,Quay County,8326
35039,13288,82294,36.51072137,-106.6931674, New Mexico,Rio Arriba County,39159
35041,6200,59813,34.02097406,-103.4799493, New Mexico,Roosevelt County,18888
35043,44827,261190,35.68862401,-106.8687803, New Mexico,Sandoval County,142704
35045,52265,514344,36.50838318,-108.320437, New Mexico,San Juan County,126515
35047,7641,30485,35.48014807,-104.8163562, New Mexico,San Miguel County,27738
35049,40118,172477,35.50708973,-105.9774716, New Mexico,Santa Fe County,149293
35051,2490,48038,33.13028233,-107.1925893, New Mexico,Sierra County,11031
35053,4736,57444,34.00715494,-106.9298354, New Mexico,Socorro County,16858
35055,7273,56469,36.58006022,-105.6310198, New Mexico,Taos County,32786
35057,3320,26487,34.64048375,-105.8508949, New Mexico,Torrance County,15519
35059,932,10268,36.48126404,-103.4709624, New Mexico,Union County,4133
35061,23976,149301,34.71669834,-106.8103733, New Mexico,Valencia County,76027
36001,79033,360022,42.60060306,-73.97723916, New York,Albany County,306968
36003,10819,94617,42.25748406,-78.02750466, New York,Allegany County,46688
36005,551497,6480253,40.85209301,-73.86282755, New York,Bronx County,1435068
36007,58871,352096,42.15903158,-75.81326086, New York,Broome County,193188
36009,19313,122532,42.24778241,-78.67923096, New York,Cattaraugus County,77121
36011,20541,93044,42.91261714,-76.55731592, New York,Cayuga County,77425
36013,29542,167244,42.2276921,-79.36691763, New York,Chautauqua County,128496
36015,26685,142862,42.13891056,-76.7638805, New York,Chemung County,84895
36017,11847,75216,42.49430041,-75.60887553, New York,Chenango County,47909
36019,22709,48405,44.74530905,-73.67875352, New York,Clinton County,80583
36021,13962,102553,42.24819348,-73.63089095, New York,Columbia County,60371
36023,13445,69981,42.59509207,-76.07048931, New York,Cortland County,47865
36025,10206,44049,42.19837623,-74.96709306, New York,Delaware County,44995
36027,85148,449834,41.7648606,-73.74356679, New York,Dutchess County,293754
36029,269977,1813792,42.76249024,-78.73063652, New York,Erie County,919355
36031,7740,35049,44.11630765,-73.77297842, New York,Essex County,37459
36033,12124,23263,44.59040891,-74.29926032, New York,Franklin County,50477
36035,16644,102308,43.11363907,-74.41798804, New York,Fulton County,53646
36037,16636,118499,43.0022601,-78.19135193, New York,Genesee County,57808
36039,11071,81155,42.275797,-74.12384884, New York,Greene County,47424
36041,1100,2756,43.66146647,-74.49721957, New York,Hamilton County,4515
36043,17543,114763,43.42034246,-74.96145307, New York,Herkimer County,62057
36045,27310,77541,44.04200959,-75.94653457, New York,Jefferson County,112842
36047,960777,10363156,40.6361825,-73.94935552, New York,Kings County,2589974
36049,7375,31811,43.7844157,-75.44903992, New York,Lewis County,26572
36051,14429,69135,42.72596275,-77.77966158, New York,Livingston County,63591
36053,16888,86248,42.91653905,-75.67266639, New York,Madison County,71205
36055,192658,1073239,43.14638895,-77.69322942, New York,Monroe County,743341
36057,15093,125193,42.90123494,-74.44011632, New York,Montgomery County,49302
36059,549547,3156767,40.74066522,-73.58941873, New York,Nassau County,1356509
36061,594091,4441469,40.7672726,-73.97152637, New York,New York County,1631993
36063,59786,372008,43.19898042,-78.74777412, New York,Niagara County,210820
36065,69358,517512,43.24375382,-75.43710392, New York,Oneida County,229959
36067,143039,700647,43.00491923,-76.19971155, New York,Onondaga County,462872
36069,26263,111812,42.85145728,-77.30874425, New York,Ontario County,109511
36071,146219,860949,41.40337468,-74.30240757, New York,Orange County,380085
36073,10608,86584,43.2516977,-78.2320066, New York,Orleans County,40904
36075,34780,110135,43.42778894,-76.14635194, New York,Oswego County,118339
36077,13365,53200,42.63492579,-75.03151402, New York,Otsego County,59972
36079,31702,95330,41.42630093,-73.74965532, New York,Putnam County,98787
36081,902027,9837838,40.71088124,-73.81684712, New York,Queens County,2287388
36083,41918,163715,42.71348136,-73.51089874, New York,Rensselaer County,159185
36085,226763,1810898,40.58582155,-74.14808598, New York,Richmond County,474893
36087,118921,739270,41.15027894,-74.02560498, New York,Rockland County,324422
36089,26379,111405,44.4976179,-75.06550039, New York,St. Lawrence County,108913
36091,61732,195108,43.10904162,-73.86653895, New York,Saratoga County,228502
36093,43852,202114,42.81668777,-74.05278291, New York,Schenectady County,154859
36095,6610,20078,42.58831742,-74.4433903, New York,Schoharie County,31222
36097,4337,15766,42.39184015,-76.8773299, New York,Schuyler County,17920
36099,7693,56007,42.78081007,-76.82497064, New York,Seneca County,34390
36101,25368,164491,42.2689144,-77.3829924, New York,Steuben County,96422
36103,568328,3384099,40.88320119,-72.8012172, New York,Suffolk County,1483832
36105,24733,86834,41.71579493,-74.76394559, New York,Sullivan County,75116
36107,14110,62220,42.16852837,-76.30835812, New York,Tioga County,48686
36109,26687,51462,42.44945765,-76.47229843, New York,Tompkins County,102642
36111,43355,253624,41.89027881,-74.26252104, New York,Ulster County,178665
36113,18993,80170,43.56173026,-73.8433699, New York,Warren County,64276
36115,15917,68584,43.31153794,-73.43043448, New York,Washington County,61616
36117,21964,96423,43.15494365,-77.02976528, New York,Wayne County,90519
36119,335744,2205788,41.16278376,-73.75741653, New York,Westchester County,968890
36121,9951,52531,42.70145109,-78.22199579, New York,Wyoming County,40305
36123,4455,25964,42.63505484,-77.10369919, New York,Yates County,25011
37001,61623,297129,36.0434701,-79.39976137, North Carolina,Alamance County,163324
37003,12747,86344,35.9223796,-81.17751948, North Carolina,Alexander County,37213
37005,3753,7694,36.49360862,-81.12857041, North Carolina,Alleghany County,11008
37007,8442,60719,34.97403241,-80.09953279, North Carolina,Anson County,24902
37009,7606,46262,36.43296207,-81.49862729, North Carolina,Ashe County,26863
37011,5545,26095,36.07569796,-81.92308483, North Carolina,Avery County,17506
37013,16038,105092,35.48531943,-76.84325809, North Carolina,Beaufort County,47168
37015,5454,44711,36.0688473,-76.96545943, North Carolina,Bertie County,19380
37017,12088,72670,34.61296243,-78.56180059, North Carolina,Bladen County,33407
37019,40993,191524,34.070565,-78.22814204, North Carolina,Brunswick County,131815
37021,70777,360336,35.61113393,-82.53305, North Carolina,Buncombe County,256886
37023,31888,191364,35.74989637,-81.70755735, North Carolina,Burke County,89968
37025,72029,298311,35.3877799,-80.55267168, North Carolina,Cabarrus County,206615
37027,30216,162785,35.95204977,-81.54799522, North Carolina,Caldwell County,81884
37029,2198,6241,36.33804939,-76.15568396, North Carolina,Camden County,10551
37031,18490,68138,34.8932941,-76.54120135, North Carolina,Carteret County,69070
37033,6616,29783,36.39312665,-79.33353281, North Carolina,Caswell County,22684
37035,60428,353234,35.66211129,-81.2132617, North Carolina,Catawba County,157613
37037,18068,87319,35.70394416,-79.25541492, North Carolina,Chatham County,71338
37039,8776,62362,35.1349263,-84.05970864, North Carolina,Cherokee County,27969
37041,5272,34861,36.12908077,-76.60118385, North Carolina,Chowan County,14097
37043,3472,25044,35.05704275,-83.74353633, North Carolina,Clay County,10946
37045,36691,247893,35.33553364,-81.55204486, North Carolina,Cleveland County,97282
37047,19209,174063,34.26744084,-78.65801424, North Carolina,Columbus County,56068
37049,32044,133988,35.11833364,-77.08398081, North Carolina,Craven County,102491
37051,115683,379723,35.04762133,-78.82623165, North Carolina,Cumberland County,332861
37053,6292,20617,36.36123664,-75.95876401, North Carolina,Currituck County,26363
37055,10010,14133,35.66520691,-75.71767334, North Carolina,Dare County,36222
37057,55991,245500,35.79115496,-80.21256572, North Carolina,Davidson County,165381
37059,14831,57715,35.93099927,-80.54496571, North Carolina,Davie County,42257
37061,20898,153866,34.93449805,-77.93140529, North Carolina,Duplin County,58967
37063,102867,228743,36.03638492,-78.87608331, North Carolina,Durham County,311848
37065,17540,106085,35.91230639,-77.59436892, North Carolina,Edgecombe County,52648
37067,125166,484954,36.12859861,-80.25459052, North Carolina,Forsyth County,375195
37069,26409,55728,36.081519,-78.28708884, North Carolina,Franklin County,66362
37071,81673,505214,35.29373559,-81.17477045, North Carolina,Gaston County,219271
37073,2450,13355,36.44667547,-76.69749701, North Carolina,Gates County,11548
37075,2963,18395,35.3506925,-83.83369267, North Carolina,Graham County,8509
37077,19533,83965,36.30337451,-78.65184241, North Carolina,Granville County,59328
37079,7184,44347,35.48544173,-77.67578087, North Carolina,Greene County,21033
37081,160047,753463,36.07959451,-79.78824948, North Carolina,Guilford County,527868
37083,18817,114656,36.25669272,-77.6556109, North Carolina,Halifax County,51190
37085,42668,207623,35.36731853,-78.87243571, North Carolina,Harnett County,132283
37087,17150,125486,35.55269063,-82.98196486, North Carolina,Haywood County,61053
37089,33175,193071,35.33788927,-82.4766782, North Carolina,Henderson County,114913
37091,6359,60996,36.3607755,-76.98104134, North Carolina,Hertford County,24012
37093,19461,70022,35.01888303,-79.23651674, North Carolina,Hoke County,53957
37095,1702,8975,35.42017674,-76.15180542, North Carolina,Hyde County,5213
37097,61657,269120,35.80950511,-80.8743128, North Carolina,Iredell County,175538
37099,12122,57615,35.28814273,-83.14093385, North Carolina,Jackson County,42938
37101,75584,268509,35.51745004,-78.36622717, North Carolina,Johnston County,196870
37103,2908,26736,35.02254606,-77.35870791, North Carolina,Jones County,9594
37105,20060,91140,35.47623147,-79.17569362, North Carolina,Lee County,60481
37107,20187,135509,35.2403259,-77.64245615, North Carolina,Lenoir County,56756
37109,30284,98517,35.48508185,-81.21740317, North Carolina,Lincoln County,82919
37111,17310,97945,35.67736232,-82.0482425, North Carolina,McDowell County,45227
37113,9783,61029,35.14867843,-83.41696617, North Carolina,Macon County,34813
37115,6273,47400,35.85402722,-82.71346418, North Carolina,Madison County,21499
37117,7606,54596,35.84326734,-77.10860251, North Carolina,Martin County,22849
37119,367050,1049445,35.24469268,-80.8317671, North Carolina,Mecklenburg County,1074475
37121,4765,20702,36.01059309,-82.1582442, North Carolina,Mitchell County,15004
37123,8996,88382,35.33155144,-79.90416657, North Carolina,Montgomery County,27252
37125,31612,201889,35.30885257,-79.48474178, North Carolina,Moore County,97294
37127,32573,198587,35.96575634,-77.98422508, North Carolina,Nash County,94030
37129,64406,227335,34.25758282,-77.87075626, North Carolina,New Hanover County,227938
37131,5895,55141,36.41736238,-77.39769443, North Carolina,Northampton County,19946
37133,65075,210856,34.72607366,-77.42908179, North Carolina,Onslow County,195069
37135,39216,99299,36.06092947,-79.12167935, North Carolina,Orange County,144836
37137,3459,17399,35.15253315,-76.66559823, North Carolina,Pamlico County,12701
37139,10654,83525,36.26723798,-76.25134778, North Carolina,Pasquotank County,39514
37141,18710,76926,34.52265624,-77.90352133, North Carolina,Pender County,60399
37143,3549,13036,36.17847453,-76.40603143, North Carolina,Perquimans County,13430
37145,12152,67824,36.38989032,-78.97217358, North Carolina,Person County,39345
37147,66787,127768,35.59535426,-77.37353178, North Carolina,Pitt County,178433
37149,5032,36886,35.27820615,-82.16812354, North Carolina,Polk County,20557
37151,44501,265337,35.71015088,-79.80570339, North Carolina,Randolph County,143118
37153,16407,114374,35.00417719,-79.74491009, North Carolina,Richmond County,44997
37155,52008,324162,34.64244496,-79.1025053, North Carolina,Robeson County,132596
37157,27561,160729,36.39593137,-79.77504841, North Carolina,Rockingham County,91077
37159,51508,361434,35.64003916,-80.52446628, North Carolina,Rowan County,140296
37161,21663,244129,35.40114178,-81.92112099, North Carolina,Rutherford County,66599
37163,23495,113991,34.98820368,-78.36914061, North Carolina,Sampson County,63385
37165,12819,85963,34.8386299,-79.4757978, North Carolina,Scotland County,35076
37167,24007,158967,35.31647813,-80.25093221, North Carolina,Stanly County,61588
37169,15549,98514,36.4017975,-80.23893369, North Carolina,Stokes County,45781
37171,28535,200413,36.41689489,-80.69102283, North Carolina,Surry County,71971
37173,4987,24209,35.48665845,-83.48748932, North Carolina,Swain County,14260
37175,8335,41730,35.20383864,-82.79638423, North Carolina,Transylvania County,33775
37177,1226,5751,35.87147226,-76.17055253, North Carolina,Tyrrell County,4095
37179,79154,283080,34.98960527,-80.52955873, North Carolina,Union County,231053
37181,15822,87867,36.36880673,-78.40670845, North Carolina,Vance County,44479
37183,390413,730639,35.78879266,-78.65249174, North Carolina,Wake County,1069079
37185,5826,26038,36.39728256,-78.10652228, North Carolina,Warren County,19898
37187,3903,31448,35.83810081,-76.57299037, North Carolina,Washington County,11922
37189,15041,37188,36.23103603,-81.70033724, North Carolina,Watauga County,54925
37191,41777,257368,35.36438125,-78.00027268, North Carolina,Wayne County,123603
37193,22944,153559,36.2084135,-81.16232895, North Carolina,Wilkes County,68469
37195,27666,195985,35.70625477,-77.917978, North Carolina,Wilson County,81435
37197,15087,66869,36.16222629,-80.66239436, North Carolina,Yadkin County,37602
37199,6329,31458,35.90079156,-82.31237181, North Carolina,Yancey County,17760
38001,689,4957,46.09686891,-102.5285397, North Dakota,Adams County,2311
38003,3590,29947,46.93579637,-98.06605978, North Dakota,Barnes County,10706
38005,2286,16780,48.0683985,-99.35916363, North Dakota,Benson County,6873
38007,169,420,47.02366884,-103.3762965, North Dakota,Billings County,922
38009,1873,18519,48.79106111,-100.8378166, North Dakota,Bottineau County,6502
38011,930,5603,46.11285362,-103.5203343, North Dakota,Bowman County,3148
38013,491,2042,48.79094471,-102.5182117, North Dakota,Burke County,2182
38015,40966,198128,46.97847375,-100.4645214, North Dakota,Burleigh County,94793
38017,71025,221149,46.93201724,-97.2444719, North Dakota,Cass County,176975
38019,975,4591,48.77286211,-98.46685243, North Dakota,Cavalier County,3803
38021,1786,28175,46.11017712,-98.5049008, North Dakota,Dickey County,4938
38023,596,2378,48.8149387,-103.4873611, North Dakota,Divide County,2335
38025,1195,6039,47.35423935,-102.6160468, North Dakota,Dunn County,4395
38027,895,4828,47.71701474,-98.90432337, North Dakota,Eddy County,2301
38029,838,12428,46.28398398,-100.2389766, North Dakota,Emmons County,3310
38031,1161,16033,47.4571084,-98.88279923, North Dakota,Foster County,3260
38033,513,2577,46.94022281,-103.8465421, North Dakota,Golden Valley County,1845
38035,26774,79247,47.92093639,-97.45450447, North Dakota,Grand Forks County,70224
38037,553,7097,46.35821257,-101.6390013, North Dakota,Grant County,2353
38039,677,1652,47.45785838,-98.23850925, North Dakota,Griggs County,2409
38041,955,4770,46.43375068,-102.4632417, North Dakota,Hettinger County,2547
38043,594,8979,46.97830064,-99.77507857, North Dakota,Kidder County,2466
38045,1163,14530,46.45681054,-98.53542355, North Dakota,LaMoure County,4125
38047,557,8228,46.45729487,-99.47719806, North Dakota,Logan County,1872
